,CustomerID,Age,Gender,Annual_Income_000s,Avg_Monthly_Spend,Purchase_Frequency_per_Month,Avg_Basket_Value,Online_Purchase_Pct,Discount_Sensitivity,Brand_Loyalty_Score,added_Cluster
797,798,49,M,108.5,17405,2.8,5490,82.7,1.3,7.6,1
798,799,33,M,25,9734,10.1,992,65.1,7.8,3.7,2
799,800,64,M,38.3,9581,8.6,878,55.1,9.8,4.2,2
800,801,50,M,44.1,3351,1.6,1439,29.2,5.7,3.2,2
801,802,48,M,27.8,2092,1.2,2042,27.5,3.1,3.5,2
802,803,46,F,43.2,2047,1,1593,27.7,3.1,2.5,2
803,804,43,M,36.1,8677,9.2,896,48.6,8.8,4.2,2
804,805,33,M,53,18577,4.3,2108,62.6,6.4,7.3,1
805,806,23,M,90.9,16253,2,6758,75,1.3,7.6,1
806,807,29,F,63.5,12943,6.7,2104,41.4,4.7,9.3,1
807,808,46,M,45.7,2468,1.1,1270,32.6,4.4,2.4,2
808,809,44,F,57.1,15573,2.7,2077,47.9,5.3,8.5,1
809,810,31,M,97.7,17757,2.7,3903,54.6,2.4,7.3,1
810,811,35,M,102.7,14545,1.9,5428,82.2,2.4,7.1,1
811,812,49,F,42.1,12309,5.4,2448,58.9,1,7.7,1
812,813,29,F,44.1,3193,0.7,2478,20.1,1.9,2.8,2
813,814,53,F,86.8,15258,2.6,3876,71.1,3,8.5,1
814,815,49,F,38.8,9656,7.5,1002,55,8.2,7.4,2
815,816,30,F,90.4,19457,3.5,5948,83.9,4.8,5.5,1
816,817,64,M,90.3,18582,0.6,6270,87.5,1.9,8,1
817,818,36,M,35.7,9139,9.1,644,65.8,8.2,5.8,2
818,819,41,M,60.2,12484,6.1,1592,51.8,3.9,8.2,1
819,820,36,M,47.7,16539,6.9,1329,30.4,3.6,8.2,1
820,821,36,F,36.7,9944,5.7,909,61.7,8.9,1.4,2
821,822,53,F,111.3,14046,2.1,6218,82.9,2.3,4.8,1
822,823,58,M,85.2,17665,3.6,5345,91.2,1,7.3,1
823,824,55,F,52.5,12375,6.5,1710,65.2,5,8.8,1
824,825,61,M,47.3,2257,1.4,1564,30.1,5.3,1.9,2
825,826,38,M,94.4,23323,2,4921,63,2.5,8.7,1
826,827,64,M,67.1,17355,6.2,2173,55.8,3.9,8.6,1
827,828,42,F,86.6,17143,0.4,5282,70.1,1.5,5.6,1
828,829,27,M,61.2,12423,5.9,1346,49.6,1.9,8.4,1
829,830,29,M,44.1,1224,1.6,1861,18.2,3,3,2
830,831,42,M,33.3,7584,8.3,703,61.1,7.8,4.7,2
831,832,51,M,34.7,1845,1.7,2124,22.1,6.6,1.3,2
832,833,57,F,96.1,18958,3.8,4425,76.5,2.4,5.8,1
833,834,64,M,65.3,16375,6.5,2085,38.6,5.5,8.7,1
834,835,55,F,89.9,16256,3.2,5111,92.4,1,5.8,1
835,836,55,M,82.6,17487,2.4,5522,76.4,1.9,6.8,1
836,837,42,F,53.1,15042,6.9,2118,40.3,2.8,8.5,1
837,838,45,M,39.6,7786,9.5,994,78.1,10,4.9,2
838,839,39,F,42.7,5428,11.1,936,57.2,7.1,7.4,2
839,840,24,M,48.1,14823,7.9,2123,38,4.2,10,1
840,841,32,M,55.5,15199,8.1,2026,63.6,4.6,9.2,1
841,842,27,F,73.5,924,1.5,1747,27.4,3.6,2.4,2
842,843,31,M,43.3,10534,8.6,978,49.6,8.1,4.6,2
843,844,57,M,52.2,1830,0.6,1241,20.5,7.7,2.6,2
844,845,32,F,58.5,12276,4.6,1379,49.3,2.8,9.6,1
845,846,47,M,56.5,2657,1.3,1885,27.8,6.3,2.8,2
846,847,38,M,26.3,9336,8.9,790,44.3,10,4.7,2
847,848,59,F,35,8440,10.7,1379,55,7.1,4.6,2
848,849,30,F,36.1,8558,9.1,973,49.2,8.7,5.3,2
849,850,45,M,70.3,14228,6.6,2734,53.5,3.7,9.8,1
850,851,56,M,50.5,9409,7.9,949,76,10,6,2
851,852,43,F,76.6,17038,4,2017,60.9,1.9,9.2,1
852,853,47,M,84,17070,4.3,5861,79.8,1.6,8,1
853,854,64,M,84.3,18230,2.9,5695,87.8,1.7,7.2,1
854,855,33,M,31.8,1668,1.4,1812,28.6,2.3,4.7,2
855,856,53,M,55,16249,5,1914,48.8,6.2,7.1,1
856,857,33,F,105.1,20500,2.2,5677,73.5,3.3,5.9,1
857,858,26,F,50.2,2816,0.7,2008,30,4.5,3.2,2
858,859,23,M,57.2,15526,5.2,1519,39.1,3.8,8.8,1
859,860,52,M,40.6,2737,1.7,2308,13.9,3.4,3.2,2
860,861,57,M,50.7,2169,0.8,1583,42.9,2.7,3.1,2
861,862,54,F,111.9,20009,2.8,5491,82.9,2.8,6.6,1
862,863,56,F,34.3,9161,8.9,1182,63.1,7.8,4.4,2
863,864,33,F,43.2,10177,7.6,712,51.9,8.8,6.4,2
864,865,33,F,114.8,17288,3.5,5015,75.8,3.1,9.3,1
865,866,40,F,66.3,12706,9.3,1863,43.5,3.8,10,1
866,867,25,M,87.9,18780,3.1,5358,74,3.1,6.5,1
867,868,25,M,108.3,13017,1.1,4144,78.5,1,6.1,1
868,869,63,F,74.9,12991,4.3,5418,78.9,4.1,9.1,1
869,870,43,F,63.5,14144,6.8,2459,63.4,5.3,8.3,1
870,871,31,M,33.3,9147,11.2,791,53.7,9.2,5.7,2
871,872,30,F,57.2,15802,4.8,2349,48.8,2.6,8.3,1
872,873,31,M,96.4,18000,2.7,4784,80.3,2.1,5.3,1
873,874,63,F,50.7,10749,8.8,683,29.5,6.9,8.7,2
874,875,51,F,56.6,15095,7,1454,59.7,2.7,8.3,1
875,876,36,F,96.5,16523,4.1,5938,76.2,2.2,7,1
876,877,52,F,21.1,9875,9.7,1036,46.7,7.5,4.4,2
877,878,46,M,61.6,13124,5.8,1829,46,3.7,9.3,1
878,879,32,M,103.3,22318,2.6,5508,69.7,1.2,6.4,1
879,880,36,M,54.4,2876,1.4,1728,26.5,5.8,1.4,2
880,881,54,F,32.9,8730,10.5,820,38.1,9.6,3,2
881,882,45,F,41.5,8865,9.5,328,55.3,8.5,5.2,2
882,883,44,M,105.3,11583,3.9,4198,85.4,3.3,8.7,1
883,884,63,M,99.6,16821,3.2,6728,81.6,2.1,9.1,1
884,885,56,M,66.4,15504,5.7,2254,48.3,5.5,8,1
885,886,37,F,44.3,3120,1.8,1121,43.4,5.1,2.8,2
886,887,56,F,37.7,7384,9.4,882,39.1,9.5,5.3,2
887,888,48,M,15,8905,8.1,763,73.9,9.5,5.4,2
888,889,39,M,30.2,3433,0.9,1415,26.5,4.6,3.5,2
889,890,55,M,41.3,3548,0.9,1873,26.9,3.8,1.3,2
890,891,29,F,34.6,9907,10.5,997,40.6,8.6,3.7,2
891,892,39,F,113.4,14295,2.7,4813,74.7,1.3,6.3,1
892,893,52,M,35.5,7387,10.7,942,50.9,7.5,4.1,2
893,894,50,F,42.4,2574,1.7,1919,17.9,1.4,3.4,2
894,895,22,F,79.1,16665,3,6371,75.8,3,7.7,1
895,896,39,M,40.1,3644,1,2563,22.6,3.2,2.1,2
896,897,54,F,43.5,1363,1.3,1655,28.1,4.5,2.1,2
897,898,51,M,54,2914,1.4,1370,38,6.7,2,2
898,899,42,M,102.7,15907,3.6,4794,90.6,1.9,5.4,1
899,900,36,M,97.1,17551,2.5,5247,79.8,2.6,8.8,1
